Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
P01-01-A-n08_gi_fwd-R2	P01-01-A-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1155.0	0.0	251.0	42.0	97.31601731601731	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-A-n09_gi_fwd-R2	P01-01-A-n09_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	464.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn	pass
P01-01-A-n10_gi_fwd-R2	P01-01-A-n10_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-B-n02_fun_fwd-R2	P01-01-B-n02_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	251.0	53.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-B-n03_fun_fwd-R2	P01-01-B-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	123.0	0.0	251.0	53.0	93.4959349593496	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	pass
P01-01-B-n04_fun_fwd-R2	P01-01-B-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2212.0	0.0	251.0	53.0	76.35623869801084	251.0	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass	pass
P01-01-B-n05_fun_fwd-R2	P01-01-B-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	585.0	0.0	251.0	52.0	89.57264957264958	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	pass
P01-01-B-n05_gi_fwd-R2	P01-01-B-n05_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass	warn
P01-01-B-n06_fun_fwd-R2	P01-01-B-n06_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4215.0	0.0	251.0	52.0	96.20403321470937	251.0	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass	pass
P01-01-B-n06_gi_fwd-R2	P01-01-B-n06_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	681.0	0.0	251.0	42.0	94.86049926578562	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-B-n07_fun_fwd-R2	P01-01-B-n07_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-B-n07_gi_fwd-R2	P01-01-B-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	938.0	0.0	251.0	42.0	92.96375266524521	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-B-n08_gi_fwd-R2	P01-01-B-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	120.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail	pass
P01-01-B-n09_gi_fwd-R2	P01-01-B-n09_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	660.0	0.0	251.0	42.0	99.24242424242425	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-B-n10_gi_fwd-R2	P01-01-B-n10_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	251.0	43.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-C-n01_fun_fwd-R2	P01-01-C-n01_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-C-n02_fun_fwd-R2	P01-01-C-n02_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	251.0	53.0	100.0	251.0	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass	
P01-01-C-n03_fun_fwd-R2	P01-01-C-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2150.0	0.0	251.0	53.0	57.95348837209302	251.0	pass	pass	pass	fail	warn	pass	pass	warn	fail	pass	pass
P01-01-C-n04_fun_fwd-R2	P01-01-C-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3738.0	0.0	251.0	53.0	69.76993044408775	251.0	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass	pass
P01-01-C-n04_gi_fwd-R2	P01-01-C-n04_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-C-n05_fun_fwd-R2	P01-01-C-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3250.0	0.0	251.0	53.0	83.44615384615385	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	pass
P01-01-C-n05_gi_fwd-R2	P01-01-C-n05_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36.0	0.0	251.0	42.0	97.22222222222221	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	warn
P01-01-C-n06_fun_fwd-R2	P01-01-C-n06_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	356.0	0.0	251.0	52.0	99.43820224719101	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-C-n06_gi_fwd-R2	P01-01-C-n06_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	773.0	0.0	251.0	42.0	89.78007761966364	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-C-n07_fun_fwd-R2	P01-01-C-n07_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-C-n07_gi_fwd-R2	P01-01-C-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	236.0	0.0	251.0	42.0	98.72881355932203	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-C-n08_gi_fwd-R2	P01-01-C-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	920.0	0.0	251.0	42.0	96.95652173913044	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-C-n09_gi_fwd-R2	P01-01-C-n09_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	357.0	0.0	251.0	42.0	99.15966386554622	251.0	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass	pass
P01-01-C-n10_gi_fwd-R2	P01-01-C-n10_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n01_fun_fwd-R2	P01-01-D-n01_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	53.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n02_fun_fwd-R2	P01-01-D-n02_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7.0	0.0	251.0	53.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-D-n03_fun_fwd-R2	P01-01-D-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1797.0	0.0	251.0	53.0	61.32442960489705	251.0	pass	pass	pass	fail	warn	pass	pass	warn	fail	pass	pass
P01-01-D-n04_fun_fwd-R2	P01-01-D-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7221.0	0.0	251.0	53.0	58.5652956654203	251.0	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass	pass
P01-01-D-n04_gi_fwd-R2	P01-01-D-n04_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-D-n05_fun_fwd-R2	P01-01-D-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2768.0	0.0	251.0	53.0	81.35838150289018	251.0	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass	pass
P01-01-D-n05_gi_fwd-R2	P01-01-D-n05_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	pass
P01-01-D-n06_fun_fwd-R2	P01-01-D-n06_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	199.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn	pass
P01-01-D-n06_gi_fwd-R2	P01-01-D-n06_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	687.0	0.0	251.0	42.0	92.57641921397381	251.0	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass	pass
P01-01-D-n07_gi_fwd-R2	P01-01-D-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	504.0	0.0	251.0	42.0	94.84126984126983	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-D-n08_gi_fwd-R2	P01-01-D-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	732.0	0.0	251.0	42.0	98.36065573770492	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail	pass
P01-01-D-n09_gi_fwd-R2	P01-01-D-n09_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	83.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	pass
P01-01-D-n10_gi_fwd-R2	P01-01-D-n10_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	43.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n01_fun_fwd-R2	P01-01-E-n01_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n02_fun_fwd-R2	P01-01-E-n02_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10.0	0.0	251.0	53.0	100.0	251.0	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass	pass
P01-01-E-n03_fun_fwd-R2	P01-01-E-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2854.0	0.0	251.0	53.0	53.083391730904	251.0	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass	pass
P01-01-E-n04_fun_fwd-R2	P01-01-E-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5466.0	0.0	251.0	53.0	63.81266008049762	251.0	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass	pass
P01-01-E-n04_gi_fwd-R2	P01-01-E-n04_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-E-n05_fun_fwd-R2	P01-01-E-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4462.0	0.0	251.0	53.0	78.95562528014344	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	pass
P01-01-E-n05_gi_fwd-R2	P01-01-E-n05_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass	pass
P01-01-E-n06_fun_fwd-R2	P01-01-E-n06_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	382.0	0.0	251.0	52.0	99.47643979057592	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-E-n06_gi_fwd-R2	P01-01-E-n06_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	302.0	0.0	251.0	42.0	96.68874172185431	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-E-n07_gi_fwd-R2	P01-01-E-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	658.0	0.0	251.0	42.0	94.98480243161094	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-E-n08_gi_fwd-R2	P01-01-E-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	565.0	0.0	251.0	42.0	98.58407079646018	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-E-n09_gi_fwd-R2	P01-01-E-n09_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	796.0	0.0	251.0	42.0	99.12060301507537	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn	pass
P01-01-E-n10_gi_fwd-R2	P01-01-E-n10_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	251.0	43.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-F-n01_fun_fwd-R2	P01-01-F-n01_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	251.0	49.0	100.0	251.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	pass	
P01-01-F-n02_fun_fwd-R2	P01-01-F-n02_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5.0	0.0	251.0	54.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-F-n03_fun_fwd-R2	P01-01-F-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1083.0	0.0	251.0	53.0	65.83564173591874	251.0	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass	pass
P01-01-F-n04_fun_fwd-R2	P01-01-F-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13031.0	0.0	251.0	53.0	47.89348476709385	251.0	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass	pass
P01-01-F-n04_gi_fwd-R2	P01-01-F-n04_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-F-n05_fun_fwd-R2	P01-01-F-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1878.0	0.0	251.0	52.0	85.56975505857295	251.0	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass	pass
P01-01-F-n05_gi_fwd-R2	P01-01-F-n05_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass	warn
P01-01-F-n06_fun_fwd-R2	P01-01-F-n06_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2799.0	0.0	251.0	52.0	96.9989281886388	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-F-n06_gi_fwd-R2	P01-01-F-n06_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	507.0	0.0	251.0	42.0	96.64694280078896	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-F-n07_fun_fwd-R2	P01-01-F-n07_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-F-n07_gi_fwd-R2	P01-01-F-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1408.0	0.0	251.0	42.0	92.4715909090909	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-F-n08_gi_fwd-R2	P01-01-F-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1330.0	0.0	251.0	42.0	97.74436090225564	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn	pass
P01-01-F-n09_gi_fwd-R2	P01-01-F-n09_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	750.0	0.0	251.0	42.0	98.4	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn	pass
P01-01-F-n10_gi_fwd-R2	P01-01-F-n10_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	251.0	43.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-G-n02_fun_fwd-R2	P01-01-G-n02_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-G-n03_fun_fwd-R2	P01-01-G-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	813.0	0.0	251.0	53.0	71.09471094710948	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	pass
P01-01-G-n04_fun_fwd-R2	P01-01-G-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	446.0	0.0	251.0	53.0	92.37668161434978	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	pass
P01-01-G-n04_gi_fwd-R2	P01-01-G-n04_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	43.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-G-n05_fun_fwd-R2	P01-01-G-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	648.0	0.0	251.0	52.0	93.51851851851852	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	pass
P01-01-G-n05_gi_fwd-R2	P01-01-G-n05_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	warn	pass
P01-01-G-n06_fun_fwd-R2	P01-01-G-n06_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	308.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn	pass
P01-01-G-n06_gi_fwd-R2	P01-01-G-n06_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	336.0	0.0	251.0	42.0	98.51190476190477	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn	pass
P01-01-G-n07_gi_fwd-R2	P01-01-G-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53.0	0.0	251.0	42.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	fail	pass
P01-01-G-n08_gi_fwd-R2	P01-01-G-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	328.0	0.0	251.0	42.0	99.08536585365853	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail	pass
P01-01-G-n09_gi_fwd-R2	P01-01-G-n09_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	122.0	0.0	251.0	43.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail	warn
P01-01-H-n02_fun_fwd-R2	P01-01-H-n02_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	251.0	53.0	83.33333333333334	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-H-n03_fun_fwd-R2	P01-01-H-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	812.0	0.0	251.0	53.0	73.15270935960592	251.0	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass	pass
P01-01-H-n04_fun_fwd-R2	P01-01-H-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	527.0	0.0	251.0	53.0	92.22011385199241	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-H-n04_gi_fwd-R2	P01-01-H-n04_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	41.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-H-n05_fun_fwd-R2	P01-01-H-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	567.0	0.0	251.0	52.0	92.5925925925926	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	pass
P01-01-H-n05_gi_fwd-R2	P01-01-H-n05_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9.0	0.0	251.0	41.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	fail	
P01-01-H-n06_fun_fwd-R2	P01-01-H-n06_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	215.0	0.0	251.0	49.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail	pass
P01-01-H-n06_gi_fwd-R2	P01-01-H-n06_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	404.0	0.0	251.0	42.0	96.28712871287128	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass	pass
P01-01-H-n07_fun_fwd-R2	P01-01-H-n07_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-H-n07_gi_fwd-R2	P01-01-H-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	204.0	0.0	251.0	42.0	99.01960784313727	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn	pass
P01-01-H-n08_gi_fwd-R2	P01-01-H-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	311.0	0.0	251.0	42.0	99.35691318327974	251.0	pass	fail	pass	fail	fail	pass	pass	pass	warn	fail	pass
P01-01-H-n09_gi_fwd-R2	P01-01-H-n09_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	231.0	0.0	251.0	43.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail	pass
P01-01-H-n10_gi_fwd-R2	P01-01-H-n10_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	39.0	100.0	251.0	pass	pass	warn	fail	pass	pass	pass	pass	fail	fail	
P01-02-A-n03_fun_fwd-R2	P01-02-A-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10.0	0.0	251.0	41.0	100.0	251.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	pass
P01-02-A-n04_fun_fwd-R2	P01-02-A-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
