Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
P01-02-A-n05_fun_fwd-R2	P01-02-A-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-A-n05_gi_fwd-R2	P01-02-A-n05_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	33.0	100.0	251.0	pass	pass	fail	fail	pass	pass	pass	pass	fail	pass	
P01-02-A-n06_gi_fwd-R2	P01-02-A-n06_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74.0	0.0	251.0	43.0	100.0	251.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	pass
P01-02-A-n08_gi_fwd-R2	P01-02-A-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	251.0	51.0	100.0	251.0	pass	pass	fail	fail	fail	pass	pass	pass	fail	pass	
P01-02-B-n04_fun_fwd-R2	P01-02-B-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	251.0	50.0	100.0	251.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	
P01-02-B-n05_fun_fwd-R2	P01-02-B-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	251.0	53.0	100.0	251.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-02-B-n05_gi_fwd-R2	P01-02-B-n05_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	47.0	100.0	251.0	pass	pass	warn	fail	pass	pass	pass	pass	fail	fail	
P01-02-B-n06_gi_fwd-R2	P01-02-B-n06_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5.0	0.0	251.0	40.0	100.0	251.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	
P01-02-B-n07_gi_fwd-R2	P01-02-B-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22.0	0.0	251.0	43.0	100.0	251.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	fail
P01-02-C-n03_fun_fwd-R2	P01-02-C-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-C-n04_fun_fwd-R2	P01-02-C-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-C-n05_fun_fwd-R2	P01-02-C-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11.0	0.0	251.0	43.0	100.0	251.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	pass
P01-02-C-n07_gi_fwd-R2	P01-02-C-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	40.0	100.0	251.0	pass	pass	warn	fail	pass	pass	pass	pass	fail	pass	
P01-02-C-n08_gi_fwd-R2	P01-02-C-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	155.0	0.0	251.0	41.0	99.35483870967742	251.0	pass	fail	warn	fail	fail	pass	pass	pass	fail	fail	pass
P01-02-D-n03_fun_fwd-R2	P01-02-D-n03_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	52.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n04_fun_fwd-R2	P01-02-D-n04_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	53.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n05_fun_fwd-R2	P01-02-D-n05_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	38.0	100.0	251.0	pass	pass	fail	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n06_fun_fwd-R2	P01-02-D-n06_fun_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11.0	0.0	251.0	42.0	100.0	251.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	pass
P01-02-D-n07_gi_fwd-R2	P01-02-D-n07_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	43.0	100.0	251.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n08_gi_fwd-R2	P01-02-D-n08_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	251.0	53.0	100.0	251.0	pass	pass	fail	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n09_gi_fwd-R2	P01-02-D-n09_gi_fwd-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31.0	0.0	251.0	43.0	100.0	251.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	warn
