Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
P01-01-A-n05_fun_fwd-n07_fun_rev-rc-R2	P01-01-A-n05_fun_fwd-n07_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	223.0	53.0	100.0	223.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n05_gi_fwd-n06_gi_rev-rc-R2	P01-01-A-n05_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28.0	0.0	227.0	41.0	28.57142857142857	227.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	warn
P01-01-A-n05_gi_fwd-n07_gi_rev-rc-R2	P01-01-A-n05_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	226.0	41.0	33.33333333333333	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-A-n06_fun_fwd-n02_fun_rev-rc-R2	P01-01-A-n06_fun_fwd-n02_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	228.0	53.0	100.0	228.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n06_fun_fwd-n03_fun_rev-rc-R2	P01-01-A-n06_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	227.0	53.0	50.0	227.0	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass	
P01-01-A-n06_fun_fwd-n04_fun_rev-rc-R2	P01-01-A-n06_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Illumina 1.3	1.0	0.0	226.0	53.0	100.0	226.0	pass	pass	fail	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n06_fun_fwd-n05_fun_rev-rc-R2	P01-01-A-n06_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28.0	0.0	225.0	54.0	28.57142857142857	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-A-n06_fun_fwd-n06_fun_rev-rc-R2	P01-01-A-n06_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2210.0	0.0	224.0	53.0	9.547511312217194	224.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-A-n06_fun_fwd-n07_fun_rev-rc-R2	P01-01-A-n06_fun_fwd-n07_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	223.0	53.0	75.0	223.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-A-n06_gi_fwd-n04_gi_rev-rc-R2	P01-01-A-n06_gi_fwd-n04_gi_rev-rc-R2.fq.gz	Conventional base calls	Illumina 1.3	1.0	0.0	229.0	42.0	100.0	229.0	pass	pass	fail	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n06_gi_fwd-n06_gi_rev-rc-R2	P01-01-A-n06_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	769.0	0.0	227.0	41.0	9.752925877763328	227.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-A-n06_gi_fwd-n07_gi_rev-rc-R2	P01-01-A-n06_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	150.0	0.0	226.0	42.0	14.000000000000002	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-A-n06_gi_fwd-n08_gi_rev-rc-R2	P01-01-A-n06_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	225.0	42.0	25.0	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-A-n07_fun_fwd-n06_fun_rev-rc-R2	P01-01-A-n07_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	224.0	53.0	100.0	224.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n07_gi_fwd-n06_gi_rev-rc-R2	P01-01-A-n07_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	227.0	41.0	100.0	227.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-A-n07_gi_fwd-n07_gi_rev-rc-R2	P01-01-A-n07_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	883.0	0.0	226.0	42.0	8.267270668176671	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-A-n07_gi_fwd-n08_gi_rev-rc-R2	P01-01-A-n07_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42.0	0.0	225.0	41.0	23.809523809523807	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	warn
P01-01-A-n08_fun_fwd-n05_fun_rev-rc-R2	P01-01-A-n08_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	225.0	54.0	100.0	225.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n08_gi_fwd-n07_gi_rev-rc-R2	P01-01-A-n08_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10.0	0.0	226.0	41.0	10.0	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-A-n08_gi_fwd-n08_gi_rev-rc-R2	P01-01-A-n08_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1033.0	0.0	225.0	41.0	9.777347531461762	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-A-n08_gi_fwd-n09_gi_rev-rc-R2	P01-01-A-n08_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18.0	0.0	224.0	42.0	22.22222222222222	224.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-A-n09_gi_fwd-n08_gi_rev-rc-R2	P01-01-A-n09_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11.0	0.0	225.0	41.0	27.27272727272727	225.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-A-n09_gi_fwd-n09_gi_rev-rc-R2	P01-01-A-n09_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	408.0	0.0	224.0	42.0	13.970588235294118	224.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-A-n09_gi_fwd-n10_gi_rev-rc-R2	P01-01-A-n09_gi_fwd-n10_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	223.0	42.0	100.0	223.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-A-n10_gi_fwd-n09_gi_rev-rc-R2	P01-01-A-n10_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	224.0	41.0	33.33333333333333	224.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	
P01-01-B-n02_fun_fwd-n03_fun_rev-rc-R2	P01-01-B-n02_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	227.0	53.0	50.0	227.0	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass	
P01-01-B-n02_fun_fwd-n04_fun_rev-rc-R2	P01-01-B-n02_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	226.0	54.0	100.0	226.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n03_fun_fwd-n03_fun_rev-rc-R2	P01-01-B-n03_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	109.0	0.0	227.0	53.0	23.853211009174313	227.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-B-n03_fun_fwd-n04_fun_rev-rc-R2	P01-01-B-n03_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	226.0	54.0	50.0	226.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-B-n03_fun_fwd-n06_fun_rev-rc-R2	P01-01-B-n03_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	224.0	53.0	100.0	224.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n04_fun_fwd-n03_fun_rev-rc-R2	P01-01-B-n04_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7.0	0.0	227.0	53.0	42.857142857142854	227.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	
P01-01-B-n04_fun_fwd-n04_fun_rev-rc-R2	P01-01-B-n04_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2122.0	0.0	226.0	54.0	6.361922714420358	226.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-B-n04_fun_fwd-n05_fun_rev-rc-R2	P01-01-B-n04_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	225.0	54.0	66.66666666666666	225.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-B-n05_fun_fwd-n02_fun_rev-rc-R2	P01-01-B-n05_fun_fwd-n02_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	228.0	53.0	100.0	228.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n05_fun_fwd-n03_fun_rev-rc-R2	P01-01-B-n05_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	227.0	54.0	100.0	227.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n05_fun_fwd-n04_fun_rev-rc-R2	P01-01-B-n05_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7.0	0.0	226.0	53.0	28.57142857142857	226.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	
P01-01-B-n05_fun_fwd-n05_fun_rev-rc-R2	P01-01-B-n05_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	536.0	0.0	225.0	53.0	16.417910447761194	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n05_fun_fwd-n06_fun_rev-rc-R2	P01-01-B-n05_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14.0	0.0	224.0	53.0	35.714285714285715	224.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-B-n05_gi_fwd-n06_gi_rev-rc-R2	P01-01-B-n05_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23.0	0.0	227.0	41.0	21.73913043478261	227.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n05_gi_fwd-n07_gi_rev-rc-R2	P01-01-B-n05_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	226.0	42.0	33.33333333333333	226.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	
P01-01-B-n06_fun_fwd-n04_fun_rev-rc-R2	P01-01-B-n06_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	226.0	53.0	100.0	226.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n06_fun_fwd-n05_fun_rev-rc-R2	P01-01-B-n06_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50.0	0.0	225.0	53.0	36.0	225.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-B-n06_fun_fwd-n06_fun_rev-rc-R2	P01-01-B-n06_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3935.0	0.0	224.0	53.0	7.95425667090216	224.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-B-n06_fun_fwd-n07_fun_rev-rc-R2	P01-01-B-n06_fun_fwd-n07_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5.0	0.0	223.0	53.0	20.0	223.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-B-n06_fun_fwd-n08_fun_rev-rc-R2	P01-01-B-n06_fun_fwd-n08_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	222.0	53.0	100.0	222.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n06_gi_fwd-n05_gi_rev-rc-R2	P01-01-B-n06_gi_fwd-n05_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	228.0	41.0	100.0	228.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-B-n06_gi_fwd-n06_gi_rev-rc-R2	P01-01-B-n06_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	501.0	0.0	227.0	41.0	13.77245508982036	227.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n06_gi_fwd-n07_gi_rev-rc-R2	P01-01-B-n06_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	133.0	0.0	226.0	42.0	14.285714285714285	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n07_fun_fwd-n06_fun_rev-rc-R2	P01-01-B-n07_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	224.0	53.0	66.66666666666666	224.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-B-n07_gi_fwd-n06_gi_rev-rc-R2	P01-01-B-n07_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	227.0	42.0	66.66666666666666	227.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-B-n07_gi_fwd-n07_gi_rev-rc-R2	P01-01-B-n07_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	859.0	0.0	226.0	42.0	8.963911525029102	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n07_gi_fwd-n08_gi_rev-rc-R2	P01-01-B-n07_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	225.0	42.0	25.0	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-B-n08_gi_fwd-n07_gi_rev-rc-R2	P01-01-B-n08_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8.0	0.0	226.0	42.0	12.5	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-B-n08_gi_fwd-n08_gi_rev-rc-R2	P01-01-B-n08_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74.0	0.0	225.0	41.0	16.216216216216218	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n08_gi_fwd-n09_gi_rev-rc-R2	P01-01-B-n08_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17.0	0.0	224.0	42.0	29.411764705882355	224.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-B-n09_gi_fwd-n07_gi_rev-rc-R2	P01-01-B-n09_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	226.0	42.0	100.0	226.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n09_gi_fwd-n08_gi_rev-rc-R2	P01-01-B-n09_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19.0	0.0	225.0	41.0	15.789473684210526	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n09_gi_fwd-n09_gi_rev-rc-R2	P01-01-B-n09_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	596.0	0.0	185-224	42.0	10.738255033557047	223.93456375838926	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass
P01-01-B-n09_gi_fwd-n10_gi_rev-rc-R2	P01-01-B-n09_gi_fwd-n10_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	223.0	43.0	100.0	223.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n10_gi_fwd-n09_gi_rev-rc-R2	P01-01-B-n10_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	224.0	42.0	100.0	224.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-C-n01_fun_fwd-n03_fun_rev-rc-R2	P01-01-C-n01_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	227.0	53.0	100.0	227.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n01_fun_fwd-n05_fun_rev-rc-R2	P01-01-C-n01_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	225.0	52.0	100.0	225.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n02_fun_fwd-n03_fun_rev-rc-R2	P01-01-C-n02_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	227.0	54.0	75.0	227.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-C-n02_fun_fwd-n04_fun_rev-rc-R2	P01-01-C-n02_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	226.0	54.0	50.0	226.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-C-n03_fun_fwd-n02_fun_rev-rc-R2	P01-01-C-n03_fun_fwd-n02_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9.0	0.0	228.0	53.0	55.55555555555556	228.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-C-n03_fun_fwd-n03_fun_rev-rc-R2	P01-01-C-n03_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2050.0	0.0	227.0	53.0	9.073170731707316	227.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-C-n03_fun_fwd-n04_fun_rev-rc-R2	P01-01-C-n03_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10.0	0.0	226.0	54.0	30.0	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n04_fun_fwd-n01_fun_rev-rc-R2	P01-01-C-n04_fun_fwd-n01_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	229.0	53.0	100.0	229.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n04_fun_fwd-n03_fun_rev-rc-R2	P01-01-C-n04_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13.0	0.0	227.0	54.0	30.76923076923077	227.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-C-n04_fun_fwd-n04_fun_rev-rc-R2	P01-01-C-n04_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3592.0	0.0	226.0	54.0	5.011135857461024	226.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-C-n04_fun_fwd-n05_fun_rev-rc-R2	P01-01-C-n04_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18.0	0.0	225.0	54.0	38.88888888888889	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n04_fun_fwd-n06_fun_rev-rc-R2	P01-01-C-n04_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	224.0	54.0	100.0	224.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n04_gi_fwd-n06_gi_rev-rc-R2	P01-01-C-n04_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	227.0	41.0	100.0	227.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
