Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
P01-01-C-n05_fun_fwd-n03_fun_rev-rc-R2	P01-01-C-n05_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	227.0	53.0	100.0	227.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n05_fun_fwd-n04_fun_rev-rc-R2	P01-01-C-n05_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38.0	0.0	226.0	54.0	13.157894736842104	226.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-C-n05_fun_fwd-n05_fun_rev-rc-R2	P01-01-C-n05_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3079.0	0.0	225.0	53.0	7.405001623903865	225.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-C-n05_fun_fwd-n06_fun_rev-rc-R2	P01-01-C-n05_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8.0	0.0	224.0	53.0	37.5	224.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	
P01-01-C-n05_gi_fwd-n06_gi_rev-rc-R2	P01-01-C-n05_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33.0	0.0	227.0	42.0	12.121212121212121	227.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n05_gi_fwd-n07_gi_rev-rc-R2	P01-01-C-n05_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	226.0	42.0	50.0	226.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-C-n06_fun_fwd-n05_fun_rev-rc-R2	P01-01-C-n06_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	225.0	53.0	16.666666666666664	225.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	
P01-01-C-n06_fun_fwd-n06_fun_rev-rc-R2	P01-01-C-n06_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	322.0	0.0	224.0	53.0	15.527950310559005	224.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-C-n06_gi_fwd-n05_gi_rev-rc-R2	P01-01-C-n06_gi_fwd-n05_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5.0	0.0	228.0	42.0	20.0	228.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	
P01-01-C-n06_gi_fwd-n06_gi_rev-rc-R2	P01-01-C-n06_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	706.0	0.0	227.0	42.0	10.906515580736544	227.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n06_gi_fwd-n07_gi_rev-rc-R2	P01-01-C-n06_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31.0	0.0	226.0	42.0	25.806451612903224	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n06_gi_fwd-n08_gi_rev-rc-R2	P01-01-C-n06_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	225.0	41.0	100.0	225.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n07_fun_fwd-n06_fun_rev-rc-R2	P01-01-C-n07_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	224.0	53.0	100.0	224.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-C-n07_gi_fwd-n06_gi_rev-rc-R2	P01-01-C-n07_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	227.0	41.0	50.0	227.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-C-n07_gi_fwd-n07_gi_rev-rc-R2	P01-01-C-n07_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	188.0	0.0	226.0	42.0	13.829787234042554	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n07_gi_fwd-n08_gi_rev-rc-R2	P01-01-C-n07_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25.0	0.0	225.0	41.0	8.0	225.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	fail
P01-01-C-n08_gi_fwd-n07_gi_rev-rc-R2	P01-01-C-n08_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	226.0	42.0	25.0	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-C-n08_gi_fwd-n08_gi_rev-rc-R2	P01-01-C-n08_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	819.0	0.0	190-225	41.0	8.669108669108669	224.95726495726495	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass
P01-01-C-n08_gi_fwd-n09_gi_rev-rc-R2	P01-01-C-n08_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12.0	0.0	224.0	42.0	33.33333333333333	224.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-C-n09_gi_fwd-n08_gi_rev-rc-R2	P01-01-C-n09_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13.0	0.0	225.0	41.0	15.384615384615385	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n09_gi_fwd-n09_gi_rev-rc-R2	P01-01-C-n09_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	321.0	0.0	224.0	42.0	13.084112149532709	224.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n09_gi_fwd-n10_gi_rev-rc-R2	P01-01-C-n09_gi_fwd-n10_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	223.0	42.0	100.0	223.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n10_gi_fwd-n09_gi_rev-rc-R2	P01-01-C-n10_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	224.0	41.0	100.0	224.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n01_fun_fwd-n04_fun_rev-rc-R2	P01-01-D-n01_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	226.0	53.0	100.0	226.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n02_fun_fwd-n03_fun_rev-rc-R2	P01-01-D-n02_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	227.0	54.0	66.66666666666666	227.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-D-n02_fun_fwd-n04_fun_rev-rc-R2	P01-01-D-n02_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	226.0	53.0	50.0	226.0	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass	
P01-01-D-n02_fun_fwd-n05_fun_rev-rc-R2	P01-01-D-n02_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	225.0	54.0	100.0	225.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n03_fun_fwd-n01_fun_rev-rc-R2	P01-01-D-n03_fun_fwd-n01_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	229.0	54.0	100.0	229.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n03_fun_fwd-n02_fun_rev-rc-R2	P01-01-D-n03_fun_fwd-n02_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20.0	0.0	228.0	53.0	40.0	228.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n03_fun_fwd-n03_fun_rev-rc-R2	P01-01-D-n03_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1661.0	0.0	25-227	53.0	10.53582179409994	225.8801926550271	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass
P01-01-D-n03_fun_fwd-n04_fun_rev-rc-R2	P01-01-D-n03_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34.0	0.0	226.0	54.0	20.588235294117645	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n04_fun_fwd-n01_fun_rev-rc-R2	P01-01-D-n04_fun_fwd-n01_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	229.0	54.0	100.0	229.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n04_fun_fwd-n02_fun_rev-rc-R2	P01-01-D-n04_fun_fwd-n02_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	228.0	53.0	100.0	228.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-D-n04_fun_fwd-n03_fun_rev-rc-R2	P01-01-D-n04_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51.0	0.0	227.0	53.0	23.52941176470588	227.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-D-n04_fun_fwd-n04_fun_rev-rc-R2	P01-01-D-n04_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6901.0	0.0	176-226	54.0	3.3908129256629476	225.99014635560064	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass
P01-01-D-n04_fun_fwd-n05_fun_rev-rc-R2	P01-01-D-n04_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19.0	0.0	225.0	53.0	26.31578947368421	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n04_gi_fwd-n06_gi_rev-rc-R2	P01-01-D-n04_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	227.0	41.0	100.0	227.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n05_fun_fwd-n03_fun_rev-rc-R2	P01-01-D-n05_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	227.0	53.0	100.0	227.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n05_fun_fwd-n04_fun_rev-rc-R2	P01-01-D-n05_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44.0	0.0	226.0	54.0	20.454545454545457	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n05_fun_fwd-n05_fun_rev-rc-R2	P01-01-D-n05_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2598.0	0.0	175-225	53.0	8.160123171670516	223.98075442648192	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass
P01-01-D-n05_fun_fwd-n06_fun_rev-rc-R2	P01-01-D-n05_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10.0	0.0	224.0	53.0	40.0	224.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-D-n05_gi_fwd-n06_gi_rev-rc-R2	P01-01-D-n05_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21.0	0.0	227.0	41.0	23.809523809523807	227.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	warn
P01-01-D-n05_gi_fwd-n07_gi_rev-rc-R2	P01-01-D-n05_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	226.0	42.0	100.0	226.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-D-n05_gi_fwd-n08_gi_rev-rc-R2	P01-01-D-n05_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Illumina 1.3	1.0	0.0	225.0	41.0	100.0	225.0	pass	pass	fail	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n06_fun_fwd-n05_fun_rev-rc-R2	P01-01-D-n06_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	225.0	53.0	33.33333333333333	225.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	
P01-01-D-n06_fun_fwd-n06_fun_rev-rc-R2	P01-01-D-n06_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	169.0	0.0	224.0	53.0	18.93491124260355	224.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n06_gi_fwd-n05_gi_rev-rc-R2	P01-01-D-n06_gi_fwd-n05_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	228.0	41.0	100.0	228.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-D-n06_gi_fwd-n06_gi_rev-rc-R2	P01-01-D-n06_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	585.0	0.0	227.0	41.0	11.623931623931623	227.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n06_gi_fwd-n07_gi_rev-rc-R2	P01-01-D-n06_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74.0	0.0	226.0	42.0	20.27027027027027	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n06_gi_fwd-n08_gi_rev-rc-R2	P01-01-D-n06_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	225.0	41.0	100.0	225.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-D-n07_gi_fwd-n06_gi_rev-rc-R2	P01-01-D-n07_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	227.0	42.0	100.0	227.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-D-n07_gi_fwd-n07_gi_rev-rc-R2	P01-01-D-n07_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	440.0	0.0	226.0	42.0	11.363636363636363	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n07_gi_fwd-n08_gi_rev-rc-R2	P01-01-D-n07_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27.0	0.0	225.0	41.0	29.629629629629626	225.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	fail
P01-01-D-n07_gi_fwd-n09_gi_rev-rc-R2	P01-01-D-n07_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	224.0	41.0	50.0	224.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-D-n08_gi_fwd-n05_gi_rev-rc-R2	P01-01-D-n08_gi_fwd-n05_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	228.0	42.0	100.0	228.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-D-n08_gi_fwd-n07_gi_rev-rc-R2	P01-01-D-n08_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7.0	0.0	226.0	41.0	28.57142857142857	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-D-n08_gi_fwd-n08_gi_rev-rc-R2	P01-01-D-n08_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	574.0	0.0	225.0	41.0	10.627177700348431	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n08_gi_fwd-n09_gi_rev-rc-R2	P01-01-D-n08_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	224.0	43.0	100.0	224.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-D-n09_gi_fwd-n08_gi_rev-rc-R2	P01-01-D-n09_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	225.0	42.0	33.33333333333333	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-D-n09_gi_fwd-n09_gi_rev-rc-R2	P01-01-D-n09_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	73.0	0.0	224.0	42.0	19.17808219178082	224.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-D-n10_gi_fwd-n09_gi_rev-rc-R2	P01-01-D-n10_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	224.0	41.0	100.0	224.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n01_fun_fwd-n03_fun_rev-rc-R2	P01-01-E-n01_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	227.0	53.0	100.0	227.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n02_fun_fwd-n03_fun_rev-rc-R2	P01-01-E-n02_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8.0	0.0	227.0	53.0	37.5	227.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	
P01-01-E-n02_fun_fwd-n04_fun_rev-rc-R2	P01-01-E-n02_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	226.0	54.0	100.0	226.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n03_fun_fwd-n02_fun_rev-rc-R2	P01-01-E-n03_fun_fwd-n02_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18.0	0.0	228.0	53.0	38.88888888888889	228.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-E-n03_fun_fwd-n03_fun_rev-rc-R2	P01-01-E-n03_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2714.0	0.0	227.0	53.0	8.695652173913043	227.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-E-n03_fun_fwd-n04_fun_rev-rc-R2	P01-01-E-n03_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16.0	0.0	226.0	53.0	18.75	226.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-E-n03_fun_fwd-n05_fun_rev-rc-R2	P01-01-E-n03_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	225.0	53.0	100.0	225.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n04_fun_fwd-n02_fun_rev-rc-R2	P01-01-E-n04_fun_fwd-n02_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	228.0	52.0	100.0	228.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n04_fun_fwd-n03_fun_rev-rc-R2	P01-01-E-n04_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35.0	0.0	227.0	53.0	40.0	227.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-E-n04_fun_fwd-n04_fun_rev-rc-R2	P01-01-E-n04_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5252.0	0.0	188-226	54.0	3.8271134805788267	225.989337395278	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass
P01-01-E-n04_fun_fwd-n05_fun_rev-rc-R2	P01-01-E-n04_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17.0	0.0	225.0	53.0	35.294117647058826	225.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-E-n04_gi_fwd-n07_gi_rev-rc-R2	P01-01-E-n04_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	226.0	41.0	50.0	226.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-E-n05_fun_fwd-n01_fun_rev-rc-R2	P01-01-E-n05_fun_fwd-n01_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	229.0	53.0	50.0	229.0	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass	
P01-01-E-n05_fun_fwd-n03_fun_rev-rc-R2	P01-01-E-n05_fun_fwd-n03_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	227.0	53.0	100.0	227.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n05_fun_fwd-n04_fun_rev-rc-R2	P01-01-E-n05_fun_fwd-n04_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37.0	0.0	226.0	54.0	21.62162162162162	226.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-E-n05_fun_fwd-n05_fun_rev-rc-R2	P01-01-E-n05_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4237.0	0.0	225.0	53.0	6.655652584375737	225.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-E-n05_fun_fwd-n06_fun_rev-rc-R2	P01-01-E-n05_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8.0	0.0	224.0	54.0	62.5	224.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-E-n05_gi_fwd-n06_gi_rev-rc-R2	P01-01-E-n05_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11.0	0.0	227.0	42.0	36.36363636363637	227.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-E-n05_gi_fwd-n07_gi_rev-rc-R2	P01-01-E-n05_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	226.0	42.0	100.0	226.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-E-n05_gi_fwd-n08_gi_rev-rc-R2	P01-01-E-n05_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Illumina 1.5	1.0	0.0	225.0	41.0	100.0	225.0	pass	pass	fail	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n06_fun_fwd-n05_fun_rev-rc-R2	P01-01-E-n06_fun_fwd-n05_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10.0	0.0	225.0	54.0	60.0	225.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	pass
P01-01-E-n06_fun_fwd-n06_fun_rev-rc-R2	P01-01-E-n06_fun_fwd-n06_fun_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	344.0	0.0	224.0	53.0	16.569767441860463	224.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-E-n06_gi_fwd-n05_gi_rev-rc-R2	P01-01-E-n06_gi_fwd-n05_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	228.0	41.0	100.0	228.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-E-n06_gi_fwd-n06_gi_rev-rc-R2	P01-01-E-n06_gi_fwd-n06_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	199.0	0.0	227.0	42.0	15.577889447236181	227.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-E-n06_gi_fwd-n07_gi_rev-rc-R2	P01-01-E-n06_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	83.0	0.0	226.0	42.0	10.843373493975903	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-E-n06_gi_fwd-n08_gi_rev-rc-R2	P01-01-E-n06_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	225.0	41.0	33.33333333333333	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-E-n07_gi_fwd-n07_gi_rev-rc-R2	P01-01-E-n07_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	602.0	0.0	226.0	42.0	9.800664451827243	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-E-n07_gi_fwd-n08_gi_rev-rc-R2	P01-01-E-n07_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23.0	0.0	225.0	41.0	26.08695652173913	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-E-n07_gi_fwd-n09_gi_rev-rc-R2	P01-01-E-n07_gi_fwd-n09_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	224.0	42.0	100.0	224.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-E-n08_gi_fwd-n07_gi_rev-rc-R2	P01-01-E-n08_gi_fwd-n07_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8.0	0.0	226.0	41.0	12.5	226.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-E-n08_gi_fwd-n08_gi_rev-rc-R2	P01-01-E-n08_gi_fwd-n08_gi_rev-rc-R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	489.0	0.0	225.0	41.0	12.065439672801636	225.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
