Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
P01-01-G-n05_fun_fwd-n06_fun_rev-rc-R2	0.0	54.0	224.0	30.0	3.0
P01-01-G-n05_gi_fwd-n06_gi_rev-rc-R2	81.81818181818181	42.0	227.0	36.36363636363637	11.0
P01-01-G-n06_fun_fwd-n05_fun_rev-rc-R2	50.0	54.0	225.0	30.0	2.0
P01-01-G-n06_fun_fwd-n06_fun_rev-rc-R2	84.19117647058823	53.0	224.0	36.36363636363637	272.0
P01-01-G-n06_gi_fwd-n06_gi_rev-rc-R2	86.29629629629629	42.0	227.0	36.36363636363637	270.0
P01-01-G-n06_gi_fwd-n07_gi_rev-rc-R2	57.142857142857146	42.0	226.0	40.0	7.0
P01-01-G-n06_gi_fwd-n08_gi_rev-rc-R2	0.0	42.0	225.0	20.0	1.0
P01-01-G-n06_gi_fwd-n09_gi_rev-rc-R2	0.0	42.0	224.0	20.0	1.0
P01-01-G-n07_gi_fwd-n06_gi_rev-rc-R2	50.0	41.0	227.0	30.0	2.0
P01-01-G-n07_gi_fwd-n07_gi_rev-rc-R2	73.91304347826087	42.0	226.0	36.36363636363637	23.0
P01-01-G-n07_gi_fwd-n08_gi_rev-rc-R2	71.42857142857143	41.0	225.0	40.0	7.0
P01-01-G-n08_gi_fwd-n07_gi_rev-rc-R2	50.0	42.0	226.0	30.0	2.0
P01-01-G-n08_gi_fwd-n08_gi_rev-rc-R2	86.72985781990522	41.0	225.0	36.36363636363637	211.0
P01-01-G-n08_gi_fwd-n09_gi_rev-rc-R2	0.0	42.0	224.0	30.0	3.0
P01-01-G-n09_gi_fwd-n08_gi_rev-rc-R2	0.0	42.0	225.0	30.0	2.0
P01-01-G-n09_gi_fwd-n09_gi_rev-rc-R2	87.3015873015873	42.0	224.0	36.36363636363637	63.0
P01-01-H-n02_fun_fwd-n03_fun_rev-rc-R2	20.0	54.0	227.0	30.0	5.0
P01-01-H-n02_fun_fwd-n04_fun_rev-rc-R2	0.0	54.0	226.0	30.0	1.0
P01-01-H-n03_fun_fwd-n02_fun_rev-rc-R2	0.0	53.0	228.0	20.0	2.0
P01-01-H-n03_fun_fwd-n03_fun_rev-rc-R2	84.49612403100775	54.0	225.74289405684755	27.27272727272727	774.0
P01-01-H-n03_fun_fwd-n04_fun_rev-rc-R2	25.0	54.0	226.0	30.0	4.0
P01-01-H-n04_fun_fwd-n03_fun_rev-rc-R2	0.0	54.0	227.0	20.0	1.0
P01-01-H-n04_fun_fwd-n04_fun_rev-rc-R2	87.82961460446248	54.0	226.0	27.27272727272727	493.0
P01-01-H-n04_fun_fwd-n05_fun_rev-rc-R2	75.0	53.0	225.0	40.0	4.0
P01-01-H-n04_gi_fwd-n06_gi_rev-rc-R2	0.0	41.0	227.0	20.0	1.0
P01-01-H-n05_fun_fwd-n04_fun_rev-rc-R2	60.0	54.0	226.0	40.0	5.0
P01-01-H-n05_fun_fwd-n05_fun_rev-rc-R2	83.91472868217053	54.0	225.0	27.27272727272727	516.0
P01-01-H-n05_fun_fwd-n06_fun_rev-rc-R2	66.66666666666667	53.0	224.0	40.0	3.0
P01-01-H-n05_gi_fwd-n06_gi_rev-rc-R2	33.33333333333334	42.0	227.0	30.0	6.0
P01-01-H-n05_gi_fwd-n07_gi_rev-rc-R2	0.0	42.0	226.0	20.0	1.0
P01-01-H-n06_fun_fwd-n05_fun_rev-rc-R2	40.0	54.0	225.0	30.0	5.0
P01-01-H-n06_fun_fwd-n06_fun_rev-rc-R2	70.34482758620689	53.0	224.0	27.27272727272727	145.0
P01-01-H-n06_gi_fwd-n06_gi_rev-rc-R2	86.49517684887459	42.0	227.0	36.36363636363637	311.0
P01-01-H-n06_gi_fwd-n07_gi_rev-rc-R2	70.37037037037038	42.0	226.0	27.27272727272727	27.0
P01-01-H-n06_gi_fwd-n08_gi_rev-rc-R2	50.0	42.0	225.0	20.0	2.0
P01-01-H-n07_fun_fwd-n06_fun_rev-rc-R2	0.0	53.0	224.0	20.0	1.0
P01-01-H-n07_gi_fwd-n05_gi_rev-rc-R2	0.0	42.0	228.0	20.0	1.0
P01-01-H-n07_gi_fwd-n07_gi_rev-rc-R2	83.85093167701864	42.0	226.0	36.36363636363637	161.0
P01-01-H-n07_gi_fwd-n08_gi_rev-rc-R2	50.0	42.0	225.0	30.0	6.0
P01-01-H-n08_gi_fwd-n07_gi_rev-rc-R2	33.33333333333334	42.0	226.0	30.0	3.0
P01-01-H-n08_gi_fwd-n08_gi_rev-rc-R2	83.89830508474577	41.0	225.0	36.36363636363637	118.0
P01-01-H-n08_gi_fwd-n09_gi_rev-rc-R2	66.66666666666667	42.0	224.0	40.0	3.0
P01-01-H-n09_gi_fwd-n07_gi_rev-rc-R2	0.0	42.0	226.0	20.0	1.0
P01-01-H-n09_gi_fwd-n08_gi_rev-rc-R2	0.0	42.0	225.0	20.0	2.0
P01-01-H-n09_gi_fwd-n09_gi_rev-rc-R2	79.50819672131148	42.0	224.0	36.36363636363637	122.0
P01-01-H-n09_gi_fwd-n10_gi_rev-rc-R2	0.0	43.0	223.0	20.0	1.0
P01-02-A-n03_fun_fwd-n03_fun_rev-rc-R2	0.0	53.0	24.5	30.0	2.0
P01-02-A-n04_fun_fwd-n04_fun_rev-rc-R2	0.0	53.0	226.0	20.0	1.0
P01-02-A-n05_fun_fwd-n05_fun_rev-rc-R2	0.0	54.0	225.0	20.0	1.0
P01-02-A-n06_gi_fwd-n06_gi_rev-rc-R2	0.0	42.0	227.0	30.0	1.0
P01-02-A-n08_gi_fwd-n08_gi_rev-rc-R2	0.0	41.0	225.0	20.0	1.0
P01-02-B-n04_fun_fwd-n04_fun_rev-rc-R2	0.0	55.0	226.0	20.0	1.0
P01-02-B-n05_fun_fwd-n05_fun_rev-rc-R2	0.0	54.0	225.0	30.0	2.0
P01-02-C-n03_fun_fwd-n03_fun_rev-rc-R2	0.0	54.0	227.0	20.0	1.0
P01-02-C-n04_fun_fwd-n04_fun_rev-rc-R2	0.0	54.0	226.0	20.0	1.0
P01-02-C-n05_fun_fwd-n05_fun_rev-rc-R2	0.0	53.0	126.0	30.0	2.0
P01-02-D-n03_fun_fwd-n03_fun_rev-rc-R2	0.0	54.0	227.0	20.0	1.0
P01-02-D-n04_fun_fwd-n04_fun_rev-rc-R2	0.0	53.0	226.0	20.0	1.0
P01-02-D-n07_gi_fwd-n07_gi_rev-rc-R2	0.0	42.0	226.0	20.0	1.0
