Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
P01-01-A-n05_fun_fwd-n07_fun_rev-R1	P01-01-A-n05_fun_fwd-n07_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	221.0	59.0	100.0	221.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n05_gi_fwd-n06_gi_rev-R1	P01-01-A-n05_gi_fwd-n06_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29.0	0.0	224.0	46.0	20.689655172413794	224.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-A-n05_gi_fwd-n07_gi_rev-R1	P01-01-A-n05_gi_fwd-n07_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	224.0	46.0	66.66666666666666	224.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-A-n06_fun_fwd-n02_fun_rev-R1	P01-01-A-n06_fun_fwd-n02_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	220.0	59.0	100.0	220.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n06_fun_fwd-n03_fun_rev-R1	P01-01-A-n06_fun_fwd-n03_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	220.0	59.0	100.0	220.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-A-n06_fun_fwd-n04_fun_rev-R1	P01-01-A-n06_fun_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Illumina 1.3	1.0	0.0	220.0	60.0	100.0	220.0	pass	pass	fail	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n06_fun_fwd-n05_fun_rev-R1	P01-01-A-n06_fun_fwd-n05_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29.0	0.0	220.0	60.0	48.275862068965516	220.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-A-n06_fun_fwd-n06_fun_rev-R1	P01-01-A-n06_fun_fwd-n06_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2263.0	0.0	220.0	60.0	8.97039328325232	220.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-A-n06_fun_fwd-n07_fun_rev-R1	P01-01-A-n06_fun_fwd-n07_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5.0	0.0	220.0	60.0	20.0	220.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-A-n06_gi_fwd-n04_gi_rev-R1	P01-01-A-n06_gi_fwd-n04_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	223.0	47.0	100.0	223.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n06_gi_fwd-n06_fun_rev-R1	P01-01-A-n06_gi_fwd-n06_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	223.0	57.0	100.0	223.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n06_gi_fwd-n06_gi_rev-R1	P01-01-A-n06_gi_fwd-n06_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	782.0	0.0	223.0	47.0	8.951406649616368	223.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-A-n06_gi_fwd-n07_gi_rev-R1	P01-01-A-n06_gi_fwd-n07_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	151.0	0.0	223.0	47.0	21.192052980132452	223.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-A-n06_gi_fwd-n08_gi_rev-R1	P01-01-A-n06_gi_fwd-n08_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	223.0	47.0	50.0	223.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-A-n07_fun_fwd-n06_fun_rev-R1	P01-01-A-n07_fun_fwd-n06_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	219.0	60.0	100.0	219.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n07_gi_fwd-n06_gi_rev-R1	P01-01-A-n07_gi_fwd-n06_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	222.0	47.0	100.0	222.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-A-n07_gi_fwd-n07_gi_rev-R1	P01-01-A-n07_gi_fwd-n07_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	893.0	0.0	222.0	47.0	9.070548712206048	222.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-A-n07_gi_fwd-n08_gi_rev-R1	P01-01-A-n07_gi_fwd-n08_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42.0	0.0	222.0	47.0	16.666666666666664	222.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	warn
P01-01-A-n08_fun_fwd-n05_fun_rev-R1	P01-01-A-n08_fun_fwd-n05_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	218.0	61.0	100.0	218.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-A-n08_gi_fwd-n07_gi_rev-R1	P01-01-A-n08_gi_fwd-n07_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10.0	0.0	221.0	46.0	60.0	221.0	pass	pass	pass	fail	warn	pass	pass	warn	fail	pass	pass
P01-01-A-n08_gi_fwd-n08_gi_rev-R1	P01-01-A-n08_gi_fwd-n08_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1049.0	0.0	221.0	46.0	10.867492850333651	221.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-A-n08_gi_fwd-n09_gi_rev-R1	P01-01-A-n08_gi_fwd-n09_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19.0	0.0	221.0	47.0	42.10526315789473	221.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-A-n09_gi_fwd-n08_gi_rev-R1	P01-01-A-n09_gi_fwd-n08_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11.0	0.0	220.0	46.0	63.63636363636363	220.0	pass	pass	pass	fail	warn	pass	pass	warn	fail	pass	pass
P01-01-A-n09_gi_fwd-n09_gi_rev-R1	P01-01-A-n09_gi_fwd-n09_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	413.0	0.0	220.0	47.0	19.854721549636803	220.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-A-n09_gi_fwd-n10_gi_rev-R1	P01-01-A-n09_gi_fwd-n10_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	220.0	46.0	100.0	220.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-A-n10_gi_fwd-n09_gi_rev-R1	P01-01-A-n10_gi_fwd-n09_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	219.0	47.0	100.0	219.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-B-n02_fun_fwd-n03_fun_rev-R1	P01-01-B-n02_fun_fwd-n03_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	224.0	60.0	100.0	224.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-B-n02_fun_fwd-n04_fun_rev-R1	P01-01-B-n02_fun_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	224.0	60.0	100.0	224.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n03_fun_fwd-n03_fun_rev-R1	P01-01-B-n03_fun_fwd-n03_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	111.0	0.0	223.0	59.0	27.927927927927925	223.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-B-n03_fun_fwd-n04_fun_rev-R1	P01-01-B-n03_fun_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	223.0	60.0	66.66666666666666	223.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-B-n03_fun_fwd-n06_fun_rev-R1	P01-01-B-n03_fun_fwd-n06_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	223.0	60.0	50.0	223.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-B-n04_fun_fwd-n03_fun_rev-R1	P01-01-B-n04_fun_fwd-n03_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7.0	0.0	222.0	60.0	42.857142857142854	222.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-B-n04_fun_fwd-n04_fun_rev-R1	P01-01-B-n04_fun_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2169.0	0.0	222.0	60.0	5.624711848778239	222.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n04_fun_fwd-n05_fun_rev-R1	P01-01-B-n04_fun_fwd-n05_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6.0	0.0	222.0	60.0	33.33333333333333	222.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-B-n05_fun_fwd-n02_fun_rev-R1	P01-01-B-n05_fun_fwd-n02_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	221.0	60.0	100.0	221.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n05_fun_fwd-n03_fun_rev-R1	P01-01-B-n05_fun_fwd-n03_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	221.0	60.0	100.0	221.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n05_fun_fwd-n04_fun_rev-R1	P01-01-B-n05_fun_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7.0	0.0	221.0	60.0	42.857142857142854	221.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-B-n05_fun_fwd-n05_fun_rev-R1	P01-01-B-n05_fun_fwd-n05_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	550.0	0.0	221.0	60.0	13.818181818181818	221.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-B-n05_fun_fwd-n06_fun_rev-R1	P01-01-B-n05_fun_fwd-n06_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15.0	0.0	221.0	60.0	6.666666666666667	221.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n05_gi_fwd-n06_gi_rev-R1	P01-01-B-n05_gi_fwd-n06_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23.0	0.0	224.0	46.0	21.73913043478261	224.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-B-n05_gi_fwd-n07_gi_rev-R1	P01-01-B-n05_gi_fwd-n07_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7.0	0.0	224.0	47.0	57.14285714285714	224.0	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass	
P01-01-B-n06_fun_fwd-n02_fun_rev-R1	P01-01-B-n06_fun_fwd-n02_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	220.0	60.0	100.0	220.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n06_fun_fwd-n04_fun_rev-R1	P01-01-B-n06_fun_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	220.0	60.0	100.0	220.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n06_fun_fwd-n05_fun_rev-R1	P01-01-B-n06_fun_fwd-n05_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51.0	0.0	220.0	60.0	31.372549019607842	220.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	warn
P01-01-B-n06_fun_fwd-n06_fun_rev-R1	P01-01-B-n06_fun_fwd-n06_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4052.0	0.0	220.0	60.0	5.9970384995064165	220.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-B-n06_fun_fwd-n07_fun_rev-R1	P01-01-B-n06_fun_fwd-n07_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5.0	0.0	220.0	60.0	40.0	220.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	
P01-01-B-n06_fun_fwd-n08_fun_rev-R1	P01-01-B-n06_fun_fwd-n08_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	220.0	60.0	100.0	220.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n06_gi_fwd-n05_fun_rev-R1	P01-01-B-n06_gi_fwd-n05_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	223.0	47.0	100.0	223.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n06_gi_fwd-n05_gi_rev-R1	P01-01-B-n06_gi_fwd-n05_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	223.0	47.0	50.0	223.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-B-n06_gi_fwd-n06_fun_rev-R1	P01-01-B-n06_gi_fwd-n06_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	223.0	58.0	66.66666666666666	223.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-B-n06_gi_fwd-n06_gi_rev-R1	P01-01-B-n06_gi_fwd-n06_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	512.0	0.0	223.0	47.0	10.9375	223.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-B-n06_gi_fwd-n07_gi_rev-R1	P01-01-B-n06_gi_fwd-n07_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	135.0	0.0	223.0	47.0	20.0	223.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-B-n06_gi_fwd-n08_gi_rev-R1	P01-01-B-n06_gi_fwd-n08_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	223.0	46.0	100.0	223.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n07_fun_fwd-n06_fun_rev-R1	P01-01-B-n07_fun_fwd-n06_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	219.0	60.0	100.0	219.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-B-n07_gi_fwd-n06_gi_rev-R1	P01-01-B-n07_gi_fwd-n06_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	222.0	46.0	66.66666666666666	222.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-B-n07_gi_fwd-n07_gi_rev-R1	P01-01-B-n07_gi_fwd-n07_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	864.0	0.0	222.0	47.0	8.333333333333332	222.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass	pass
P01-01-B-n07_gi_fwd-n08_gi_rev-R1	P01-01-B-n07_gi_fwd-n08_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	222.0	47.0	25.0	222.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-B-n08_gi_fwd-n07_gi_rev-R1	P01-01-B-n08_gi_fwd-n07_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8.0	0.0	221.0	46.0	37.5	221.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	
P01-01-B-n08_gi_fwd-n08_gi_rev-R1	P01-01-B-n08_gi_fwd-n08_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74.0	0.0	221.0	47.0	16.216216216216218	221.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-B-n08_gi_fwd-n09_gi_rev-R1	P01-01-B-n08_gi_fwd-n09_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18.0	0.0	221.0	47.0	50.0	221.0	pass	pass	pass	fail	warn	pass	pass	warn	fail	pass	pass
P01-01-B-n09_gi_fwd-n04_fun_rev-R1	P01-01-B-n09_gi_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	220.0	47.0	100.0	220.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n09_gi_fwd-n07_gi_rev-R1	P01-01-B-n09_gi_fwd-n07_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	220.0	47.0	100.0	220.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n09_gi_fwd-n08_gi_rev-R1	P01-01-B-n09_gi_fwd-n08_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19.0	0.0	220.0	47.0	57.89473684210527	220.0	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass	pass
P01-01-B-n09_gi_fwd-n09_gi_rev-R1	P01-01-B-n09_gi_fwd-n09_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	616.0	0.0	220.0	47.0	18.506493506493506	220.0	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass	pass
P01-01-B-n09_gi_fwd-n10_gi_rev-R1	P01-01-B-n09_gi_fwd-n10_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	220.0	47.0	100.0	220.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-B-n10_gi_fwd-n09_gi_rev-R1	P01-01-B-n10_gi_fwd-n09_gi_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	219.0	47.0	100.0	219.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-C-n01_fun_fwd-n03_fun_rev-R1	P01-01-C-n01_fun_fwd-n03_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	225.0	60.0	100.0	225.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n01_fun_fwd-n05_fun_rev-R1	P01-01-C-n01_fun_fwd-n05_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	225.0	59.0	100.0	225.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n02_fun_fwd-n03_fun_rev-R1	P01-01-C-n02_fun_fwd-n03_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4.0	0.0	224.0	60.0	50.0	224.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-01-C-n02_fun_fwd-n04_fun_rev-R1	P01-01-C-n02_fun_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	224.0	60.0	100.0	224.0	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass	
P01-01-C-n03_fun_fwd-n02_fun_rev-R1	P01-01-C-n03_fun_fwd-n02_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9.0	0.0	223.0	60.0	55.55555555555556	223.0	pass	pass	pass	fail	pass	pass	pass	warn	fail	pass	
P01-01-C-n03_fun_fwd-n03_fun_rev-R1	P01-01-C-n03_fun_fwd-n03_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2100.0	0.0	223.0	59.0	9.333333333333334	223.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n03_fun_fwd-n04_fun_rev-R1	P01-01-C-n03_fun_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10.0	0.0	223.0	59.0	60.0	223.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	pass
P01-01-C-n04_fun_fwd-n01_fun_rev-R1	P01-01-C-n04_fun_fwd-n01_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	222.0	60.0	100.0	222.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-01-C-n04_fun_fwd-n03_fun_rev-R1	P01-01-C-n04_fun_fwd-n03_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14.0	0.0	222.0	60.0	21.428571428571427	222.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
P01-01-C-n04_fun_fwd-n04_fun_rev-R1	P01-01-C-n04_fun_fwd-n04_fun_rev-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3654.0	0.0	222.0	60.0	4.789272030651341	222.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass	pass
