Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
P01-01-E-n04_fun_fwd-n04_fun_rev-R1	96.25117150890347	60.0	222.0	36.36363636363637	5335.0
P01-01-E-n04_fun_fwd-n05_fun_rev-R1	82.35294117647058	60.0	222.0	36.36363636363637	17.0
P01-01-E-n04_gi_fwd-n07_gi_rev-R1	50.0	47.0	225.0	30.0	2.0
P01-01-E-n05_fun_fwd-n01_fun_rev-R1	0.0	59.0	221.0	30.0	2.0
P01-01-E-n05_fun_fwd-n03_fun_rev-R1	0.0	60.0	221.0	20.0	1.0
P01-01-E-n05_fun_fwd-n04_fun_rev-R1	81.57894736842105	60.0	221.0	27.27272727272727	38.0
P01-01-E-n05_fun_fwd-n05_fun_rev-R1	95.00805152979066	60.0	221.0	27.27272727272727	4347.0
P01-01-E-n05_fun_fwd-n06_fun_rev-R1	62.5	60.0	221.0	30.0	8.0
P01-01-E-n05_gi_fwd-n06_gi_rev-R1	63.63636363636363	46.0	224.0	27.27272727272727	11.0
P01-01-E-n05_gi_fwd-n07_gi_rev-R1	50.0	47.0	224.0	20.0	2.0
P01-01-E-n05_gi_fwd-n08_gi_rev-R1	0.0	46.0	224.0	30.0	1.0
P01-01-E-n06_fun_fwd-n05_fun_rev-R1	60.0	60.0	220.0	36.36363636363637	10.0
P01-01-E-n06_fun_fwd-n06_fun_rev-R1	82.8080229226361	60.0	220.0	36.36363636363637	349.0
P01-01-E-n06_gi_fwd-n04_fun_rev-R1	0.0	58.0	223.0	20.0	1.0
P01-01-E-n06_gi_fwd-n05_gi_rev-R1	0.0	47.0	223.0	20.0	2.0
P01-01-E-n06_gi_fwd-n06_gi_rev-R1	87.0	47.0	223.0	27.27272727272727	200.0
P01-01-E-n06_gi_fwd-n07_gi_rev-R1	77.6470588235294	47.0	223.0	27.27272727272727	85.0
P01-01-E-n06_gi_fwd-n08_gi_rev-R1	33.33333333333334	47.0	223.0	30.0	3.0
P01-01-E-n07_gi_fwd-n07_gi_rev-R1	90.14778325123153	47.0	222.0	27.27272727272727	609.0
P01-01-E-n07_gi_fwd-n08_gi_rev-R1	69.56521739130434	46.0	222.0	27.27272727272727	23.0
P01-01-E-n07_gi_fwd-n09_gi_rev-R1	0.0	46.0	222.0	20.0	1.0
P01-01-E-n08_gi_fwd-n05_fun_rev-R1	0.0	57.0	221.0	20.0	1.0
P01-01-E-n08_gi_fwd-n07_gi_rev-R1	50.0	47.0	221.0	20.0	8.0
P01-01-E-n08_gi_fwd-n08_gi_rev-R1	85.80121703853955	46.0	221.0	27.27272727272727	493.0
P01-01-E-n08_gi_fwd-n09_gi_rev-R1	63.15789473684211	46.0	221.0	36.36363636363637	19.0
P01-01-E-n09_gi_fwd-n07_gi_rev-R1	0.0	47.0	220.0	30.0	1.0
P01-01-E-n09_gi_fwd-n08_gi_rev-R1	33.33333333333334	47.0	220.0	18.181818181818183	15.0
P01-01-E-n09_gi_fwd-n09_gi_rev-R1	84.77611940298507	47.0	220.0	27.27272727272727	670.0
P01-01-E-n10_gi_fwd-n09_gi_rev-R1	33.33333333333334	47.0	219.0	30.0	3.0
P01-01-F-n01_fun_fwd-n04_fun_rev-R1	0.0	60.0	225.0	20.0	1.0
P01-01-F-n02_fun_fwd-n03_fun_rev-R1	25.0	60.0	224.0	30.0	4.0
P01-01-F-n02_fun_fwd-n05_fun_rev-R1	0.0	59.0	224.0	20.0	1.0
P01-01-F-n03_fun_fwd-n02_fun_rev-R1	20.0	59.0	223.0	30.0	5.0
P01-01-F-n03_fun_fwd-n03_fun_rev-R1	88.59649122807018	59.0	223.0	36.36363636363637	1026.0
P01-01-F-n03_fun_fwd-n04_fun_rev-R1	59.375	59.0	223.0	27.27272727272727	32.0
P01-01-F-n03_fun_fwd-n06_fun_rev-R1	0.0	60.0	223.0	20.0	1.0
P01-01-F-n04_fun_fwd-n01_fun_rev-R1	33.33333333333334	60.0	222.0	30.0	3.0
P01-01-F-n04_fun_fwd-n02_fun_rev-R1	0.0	60.0	222.0	20.0	1.0
P01-01-F-n04_fun_fwd-n03_fun_rev-R1	85.71428571428572	60.0	222.0	36.36363636363637	91.0
P01-01-F-n04_fun_fwd-n04_fun_rev-R1	97.54986649913617	60.0	222.0	36.36363636363637	12734.0
P01-01-F-n04_fun_fwd-n05_fun_rev-R1	79.41176470588235	60.0	222.0	36.36363636363637	34.0
P01-01-F-n04_fun_fwd-n06_fun_rev-R1	0.0	61.0	222.0	20.0	1.0
P01-01-F-n04_gi_fwd-n07_gi_rev-R1	50.0	46.0	225.0	30.0	2.0
P01-01-F-n05_fun_fwd-n02_fun_rev-R1	0.0	59.0	221.0	20.0	1.0
P01-01-F-n05_fun_fwd-n04_fun_rev-R1	73.33333333333333	60.0	221.0	36.36363636363637	30.0
P01-01-F-n05_fun_fwd-n05_fun_rev-R1	92.25626740947075	60.0	221.0	27.27272727272727	1795.0
P01-01-F-n05_fun_fwd-n06_fun_rev-R1	66.66666666666667	60.0	221.0	27.27272727272727	12.0
P01-01-F-n05_gi_fwd-n06_gi_rev-R1	75.0	46.0	224.0	27.27272727272727	12.0
P01-01-F-n05_gi_fwd-n07_gi_rev-R1	69.23076923076923	46.0	224.0	36.36363636363637	13.0
P01-01-F-n06_fun_fwd-n04_fun_rev-R1	0.0	59.0	220.0	30.0	3.0
P01-01-F-n06_fun_fwd-n05_fun_rev-R1	61.29032258064516	60.0	220.0	27.27272727272727	31.0
P01-01-F-n06_fun_fwd-n06_fun_rev-R1	92.77467411545624	60.0	220.0	36.36363636363637	2685.0
P01-01-F-n06_fun_fwd-n07_fun_rev-R1	66.66666666666667	60.0	220.0	40.0	9.0
P01-01-F-n06_gi_fwd-n04_fun_rev-R1	0.0	57.0	223.0	20.0	1.0
P01-01-F-n06_gi_fwd-n06_gi_rev-R1	86.85121107266436	47.0	223.0	27.27272727272727	289.0
P01-01-F-n06_gi_fwd-n07_gi_rev-R1	84.80392156862746	47.0	223.0	27.27272727272727	204.0
P01-01-F-n06_gi_fwd-n08_gi_rev-R1	75.0	47.0	223.0	40.0	4.0
P01-01-F-n07_fun_fwd-n06_fun_rev-R1	33.33333333333334	61.0	219.0	30.0	3.0
P01-01-F-n07_gi_fwd-n06_gi_rev-R1	66.66666666666667	46.0	222.0	30.0	3.0
P01-01-F-n07_gi_fwd-n07_gi_rev-R1	92.3076923076923	47.0	222.0	27.27272727272727	1313.0
P01-01-F-n07_gi_fwd-n08_gi_rev-R1	73.6842105263158	47.0	222.0	36.36363636363637	38.0
P01-01-F-n07_gi_fwd-n09_gi_rev-R1	33.33333333333334	47.0	222.0	30.0	3.0
P01-01-F-n08_gi_fwd-n04_gi_rev-R1	0.0	47.0	221.0	20.0	1.0
P01-01-F-n08_gi_fwd-n05_fun_rev-R1	0.0	57.0	221.0	20.0	1.0
P01-01-F-n08_gi_fwd-n07_gi_rev-R1	65.21739130434783	46.0	221.0	36.36363636363637	23.0
P01-01-F-n08_gi_fwd-n08_gi_rev-R1	88.42386464826357	47.0	221.0	27.27272727272727	1123.0
P01-01-F-n08_gi_fwd-n09_gi_rev-R1	69.56521739130434	47.0	221.0	27.27272727272727	23.0
P01-01-F-n09_gi_fwd-n06_gi_rev-R1	0.0	47.0	220.0	20.0	1.0
P01-01-F-n09_gi_fwd-n07_gi_rev-R1	0.0	47.0	220.0	30.0	2.0
P01-01-F-n09_gi_fwd-n08_gi_rev-R1	69.56521739130434	47.0	220.0	36.36363636363637	23.0
P01-01-F-n09_gi_fwd-n09_gi_rev-R1	82.89269051321929	47.0	220.0	27.27272727272727	643.0
P01-01-F-n09_gi_fwd-n10_gi_rev-R1	0.0	47.0	220.0	30.0	1.0
P01-01-F-n10_gi_fwd-n09_gi_rev-R1	0.0	47.0	219.0	20.0	2.0
P01-01-G-n02_fun_fwd-n03_fun_rev-R1	33.33333333333334	60.0	224.0	30.0	3.0
P01-01-G-n03_fun_fwd-n01_fun_rev-R1	0.0	59.0	223.0	20.0	1.0
P01-01-G-n03_fun_fwd-n02_fun_rev-R1	50.0	59.0	223.0	20.0	6.0
P01-01-G-n03_fun_fwd-n03_fun_rev-R1	88.08618504435995	59.0	223.0	36.36363636363637	789.0
P01-01-G-n03_fun_fwd-n04_fun_rev-R1	0.0	58.0	223.0	20.0	2.0
P01-01-G-n04_fun_fwd-n03_fun_rev-R1	0.0	60.0	222.0	30.0	2.0
P01-01-G-n04_fun_fwd-n04_fun_rev-R1	89.22716627634661	60.0	222.0	36.36363636363637	427.0
P01-01-G-n04_fun_fwd-n05_fun_rev-R1	42.85714285714286	60.0	222.0	30.0	7.0
P01-01-G-n04_gi_fwd-n08_gi_rev-R1	0.0	47.0	225.0	30.0	1.0
P01-01-G-n05_fun_fwd-n01_fun_rev-R1	0.0	60.0	221.0	20.0	1.0
P01-01-G-n05_fun_fwd-n04_fun_rev-R1	44.44444444444444	60.0	221.0	30.0	9.0
P01-01-G-n05_fun_fwd-n05_fun_rev-R1	84.91803278688525	60.0	221.0	36.36363636363637	610.0
P01-01-G-n05_fun_fwd-n06_fun_rev-R1	0.0	59.0	221.0	30.0	3.0
P01-01-G-n05_gi_fwd-n06_gi_rev-R1	50.0	46.0	224.0	27.27272727272727	12.0
P01-01-G-n06_fun_fwd-n05_fun_rev-R1	0.0	60.0	220.0	30.0	2.0
P01-01-G-n06_fun_fwd-n06_fun_rev-R1	82.01438848920864	60.0	220.0	36.36363636363637	278.0
P01-01-G-n06_gi_fwd-n03_fun_rev-R1	0.0	47.0	223.0	20.0	1.0
P01-01-G-n06_gi_fwd-n06_gi_rev-R1	87.95620437956204	47.0	223.0	27.27272727272727	274.0
P01-01-G-n06_gi_fwd-n07_gi_rev-R1	71.42857142857143	47.0	223.0	40.0	7.0
