Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
P01-01-G-n06_gi_fwd-n07_gi_rev-rc-R1	71.42857142857143	47.0	223.0	40.0	7.0
P01-01-G-n06_gi_fwd-n08_gi_rev-rc-R1	0.0	47.0	223.0	20.0	1.0
P01-01-G-n06_gi_fwd-n09_gi_rev-rc-R1	0.0	46.0	223.0	20.0	1.0
P01-01-G-n07_gi_fwd-n06_gi_rev-rc-R1	50.0	47.0	222.0	30.0	2.0
P01-01-G-n07_gi_fwd-n07_gi_rev-rc-R1	86.95652173913044	46.0	222.0	27.27272727272727	23.0
P01-01-G-n07_gi_fwd-n08_gi_rev-rc-R1	42.85714285714286	47.0	222.0	30.0	7.0
P01-01-G-n08_gi_fwd-n07_gi_rev-rc-R1	0.0	47.0	221.0	20.0	2.0
P01-01-G-n08_gi_fwd-n08_gi_rev-rc-R1	86.25592417061611	46.0	221.0	27.27272727272727	211.0
P01-01-G-n08_gi_fwd-n09_gi_rev-rc-R1	33.33333333333334	47.0	221.0	30.0	3.0
P01-01-G-n09_gi_fwd-n08_gi_rev-rc-R1	0.0	45.0	220.0	20.0	2.0
P01-01-G-n09_gi_fwd-n09_gi_rev-rc-R1	66.66666666666667	47.0	220.0	27.27272727272727	63.0
P01-01-H-n02_fun_fwd-n03_fun_rev-rc-R1	40.0	60.0	224.0	30.0	5.0
P01-01-H-n02_fun_fwd-n04_fun_rev-rc-R1	0.0	60.0	224.0	20.0	1.0
P01-01-H-n03_fun_fwd-n02_fun_rev-rc-R1	0.0	60.0	223.0	30.0	2.0
P01-01-H-n03_fun_fwd-n03_fun_rev-rc-R1	85.27131782945736	59.0	221.74806201550388	36.36363636363637	774.0
P01-01-H-n03_fun_fwd-n04_fun_rev-rc-R1	25.0	59.0	223.0	30.0	4.0
P01-01-H-n04_fun_fwd-n03_fun_rev-rc-R1	0.0	60.0	222.0	30.0	1.0
P01-01-H-n04_fun_fwd-n04_fun_rev-rc-R1	88.43813387423936	60.0	222.0	36.36363636363637	493.0
P01-01-H-n04_fun_fwd-n05_fun_rev-rc-R1	50.0	60.0	222.0	30.0	4.0
P01-01-H-n04_gi_fwd-n06_gi_rev-rc-R1	0.0	47.0	225.0	20.0	1.0
P01-01-H-n05_fun_fwd-n04_fun_rev-rc-R1	80.0	60.0	221.0	30.0	5.0
P01-01-H-n05_fun_fwd-n05_fun_rev-rc-R1	86.24031007751938	60.0	221.0	27.27272727272727	516.0
P01-01-H-n05_fun_fwd-n06_fun_rev-rc-R1	66.66666666666667	60.0	221.0	40.0	3.0
P01-01-H-n05_gi_fwd-n06_gi_rev-rc-R1	33.33333333333334	47.0	224.0	20.0	6.0
P01-01-H-n05_gi_fwd-n07_gi_rev-rc-R1	0.0	46.0	224.0	20.0	1.0
P01-01-H-n06_fun_fwd-n05_fun_rev-rc-R1	20.0	60.0	220.0	30.0	5.0
P01-01-H-n06_fun_fwd-n06_fun_rev-rc-R1	79.3103448275862	60.0	220.0	36.36363636363637	145.0
P01-01-H-n06_gi_fwd-n06_gi_rev-rc-R1	88.10289389067523	47.0	223.0	27.27272727272727	311.0
P01-01-H-n06_gi_fwd-n07_gi_rev-rc-R1	81.48148148148148	47.0	223.0	36.36363636363637	27.0
P01-01-H-n06_gi_fwd-n08_gi_rev-rc-R1	0.0	47.0	223.0	20.0	2.0
P01-01-H-n07_fun_fwd-n06_fun_rev-rc-R1	0.0	61.0	219.0	20.0	1.0
P01-01-H-n07_gi_fwd-n05_gi_rev-rc-R1	0.0	47.0	222.0	20.0	1.0
P01-01-H-n07_gi_fwd-n07_gi_rev-rc-R1	85.71428571428572	47.0	222.0	27.27272727272727	161.0
P01-01-H-n07_gi_fwd-n08_gi_rev-rc-R1	66.66666666666667	46.0	222.0	40.0	6.0
P01-01-H-n08_gi_fwd-n07_gi_rev-rc-R1	33.33333333333334	47.0	221.0	30.0	3.0
P01-01-H-n08_gi_fwd-n08_gi_rev-rc-R1	79.66101694915254	46.0	221.0	27.27272727272727	118.0
P01-01-H-n08_gi_fwd-n09_gi_rev-rc-R1	66.66666666666667	46.0	221.0	40.0	3.0
P01-01-H-n09_gi_fwd-n07_gi_rev-rc-R1	0.0	47.0	220.0	20.0	1.0
P01-01-H-n09_gi_fwd-n08_gi_rev-rc-R1	0.0	47.0	220.0	30.0	2.0
P01-01-H-n09_gi_fwd-n09_gi_rev-rc-R1	77.04918032786885	47.0	220.0	27.27272727272727	122.0
P01-01-H-n09_gi_fwd-n10_gi_rev-rc-R1	0.0	47.0	220.0	20.0	1.0
P01-02-A-n03_fun_fwd-n03_fun_rev-rc-R1	0.0	53.0	24.5	20.0	2.0
P01-02-A-n04_fun_fwd-n04_fun_rev-rc-R1	0.0	60.0	222.0	30.0	1.0
P01-02-A-n05_fun_fwd-n05_fun_rev-rc-R1	0.0	60.0	221.0	20.0	1.0
P01-02-A-n06_gi_fwd-n06_gi_rev-rc-R1	0.0	47.0	223.0	30.0	1.0
P01-02-A-n08_gi_fwd-n08_gi_rev-rc-R1	0.0	46.0	221.0	20.0	1.0
P01-02-B-n04_fun_fwd-n04_fun_rev-rc-R1	0.0	62.0	222.0	20.0	1.0
P01-02-B-n05_fun_fwd-n05_fun_rev-rc-R1	50.0	60.0	221.0	30.0	2.0
P01-02-C-n03_fun_fwd-n03_fun_rev-rc-R1	0.0	60.0	223.0	20.0	1.0
P01-02-C-n04_fun_fwd-n04_fun_rev-rc-R1	0.0	60.0	222.0	20.0	1.0
P01-02-C-n05_fun_fwd-n05_fun_rev-rc-R1	0.0	59.0	124.0	30.0	2.0
P01-02-D-n03_fun_fwd-n03_fun_rev-rc-R1	0.0	59.0	223.0	20.0	1.0
P01-02-D-n04_fun_fwd-n04_fun_rev-rc-R1	0.0	60.0	222.0	20.0	1.0
P01-02-D-n07_gi_fwd-n07_gi_rev-rc-R1	0.0	46.0	222.0	20.0	1.0
