Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
P01-01-D-n05_gi_fwd-n06_gi_rev-rc-R1	61.904761904761905	46.0	224.0	27.27272727272727	21.0
P01-01-D-n05_gi_fwd-n07_gi_rev-rc-R1	33.33333333333334	46.0	224.0	30.0	3.0
P01-01-D-n05_gi_fwd-n08_gi_rev-rc-R1	0.0	46.0	224.0	20.0	1.0
P01-01-D-n06_fun_fwd-n05_fun_rev-rc-R1	33.33333333333334	60.0	220.0	30.0	6.0
P01-01-D-n06_fun_fwd-n06_fun_rev-rc-R1	81.06508875739645	60.0	220.0	36.36363636363637	169.0
P01-01-D-n06_gi_fwd-n05_gi_rev-rc-R1	50.0	47.0	223.0	30.0	2.0
P01-01-D-n06_gi_fwd-n06_gi_rev-rc-R1	89.4017094017094	47.0	223.0	27.27272727272727	585.0
P01-01-D-n06_gi_fwd-n07_gi_rev-rc-R1	87.83783783783784	47.0	223.0	27.27272727272727	74.0
P01-01-D-n06_gi_fwd-n08_gi_rev-rc-R1	66.66666666666667	47.0	223.0	40.0	3.0
P01-01-D-n07_gi_fwd-n06_gi_rev-rc-R1	50.0	47.0	222.0	30.0	4.0
P01-01-D-n07_gi_fwd-n07_gi_rev-rc-R1	86.36363636363636	47.0	222.0	27.27272727272727	440.0
P01-01-D-n07_gi_fwd-n08_gi_rev-rc-R1	74.07407407407408	47.0	222.0	27.27272727272727	27.0
P01-01-D-n07_gi_fwd-n09_gi_rev-rc-R1	0.0	46.0	222.0	30.0	2.0
P01-01-D-n08_gi_fwd-n05_gi_rev-rc-R1	0.0	47.0	221.0	20.0	1.0
P01-01-D-n08_gi_fwd-n07_gi_rev-rc-R1	42.85714285714286	47.0	221.0	20.0	7.0
P01-01-D-n08_gi_fwd-n08_gi_rev-rc-R1	87.28222996515679	46.0	221.0	27.27272727272727	574.0
P01-01-D-n08_gi_fwd-n09_gi_rev-rc-R1	66.66666666666667	47.0	221.0	40.0	3.0
P01-01-D-n09_gi_fwd-n08_gi_rev-rc-R1	0.0	46.0	220.0	20.0	3.0
P01-01-D-n09_gi_fwd-n09_gi_rev-rc-R1	63.013698630136986	47.0	220.0	27.27272727272727	73.0
P01-01-D-n10_gi_fwd-n09_gi_rev-rc-R1	0.0	46.0	219.0	20.0	1.0
P01-01-E-n01_fun_fwd-n03_fun_rev-rc-R1	0.0	60.0	225.0	20.0	1.0
P01-01-E-n02_fun_fwd-n03_fun_rev-rc-R1	50.0	60.0	224.0	30.0	8.0
P01-01-E-n02_fun_fwd-n04_fun_rev-rc-R1	0.0	60.0	224.0	20.0	1.0
P01-01-E-n03_fun_fwd-n02_fun_rev-rc-R1	66.66666666666667	59.0	223.0	27.27272727272727	18.0
P01-01-E-n03_fun_fwd-n03_fun_rev-rc-R1	91.930729550479	59.0	223.0	27.27272727272727	2714.0
P01-01-E-n03_fun_fwd-n04_fun_rev-rc-R1	68.75	59.0	223.0	27.27272727272727	16.0
P01-01-E-n03_fun_fwd-n05_fun_rev-rc-R1	0.0	59.0	223.0	20.0	1.0
P01-01-E-n04_fun_fwd-n02_fun_rev-rc-R1	0.0	59.0	222.0	20.0	1.0
P01-01-E-n04_fun_fwd-n03_fun_rev-rc-R1	80.0	60.0	222.0	36.36363636363637	35.0
P01-01-E-n04_fun_fwd-n04_fun_rev-rc-R1	96.32520944402133	60.0	222.0	36.36363636363637	5252.0
P01-01-E-n04_fun_fwd-n05_fun_rev-rc-R1	82.35294117647058	60.0	222.0	36.36363636363637	17.0
P01-01-E-n04_gi_fwd-n07_gi_rev-rc-R1	50.0	47.0	225.0	30.0	2.0
P01-01-E-n05_fun_fwd-n01_fun_rev-rc-R1	0.0	59.0	221.0	30.0	2.0
P01-01-E-n05_fun_fwd-n03_fun_rev-rc-R1	0.0	60.0	221.0	20.0	1.0
P01-01-E-n05_fun_fwd-n04_fun_rev-rc-R1	81.08108108108108	60.0	221.0	27.27272727272727	37.0
P01-01-E-n05_fun_fwd-n05_fun_rev-rc-R1	95.09086617890017	60.0	221.0	27.27272727272727	4237.0
P01-01-E-n05_fun_fwd-n06_fun_rev-rc-R1	62.5	60.0	221.0	30.0	8.0
P01-01-E-n05_gi_fwd-n06_gi_rev-rc-R1	63.63636363636363	46.0	224.0	27.27272727272727	11.0
P01-01-E-n05_gi_fwd-n07_gi_rev-rc-R1	50.0	47.0	224.0	20.0	2.0
P01-01-E-n05_gi_fwd-n08_gi_rev-rc-R1	0.0	46.0	224.0	30.0	1.0
P01-01-E-n06_fun_fwd-n05_fun_rev-rc-R1	60.0	60.0	220.0	36.36363636363637	10.0
P01-01-E-n06_fun_fwd-n06_fun_rev-rc-R1	82.55813953488372	60.0	220.0	36.36363636363637	344.0
P01-01-E-n06_gi_fwd-n05_gi_rev-rc-R1	0.0	47.0	223.0	20.0	2.0
P01-01-E-n06_gi_fwd-n06_gi_rev-rc-R1	86.93467336683418	47.0	223.0	27.27272727272727	199.0
P01-01-E-n06_gi_fwd-n07_gi_rev-rc-R1	78.3132530120482	47.0	223.0	27.27272727272727	83.0
P01-01-E-n06_gi_fwd-n08_gi_rev-rc-R1	33.33333333333334	47.0	223.0	30.0	3.0
P01-01-E-n07_gi_fwd-n07_gi_rev-rc-R1	90.19933554817275	47.0	222.0	27.27272727272727	602.0
P01-01-E-n07_gi_fwd-n08_gi_rev-rc-R1	69.56521739130434	46.0	222.0	27.27272727272727	23.0
P01-01-E-n07_gi_fwd-n09_gi_rev-rc-R1	0.0	46.0	222.0	20.0	1.0
P01-01-E-n08_gi_fwd-n07_gi_rev-rc-R1	50.0	47.0	221.0	20.0	8.0
P01-01-E-n08_gi_fwd-n08_gi_rev-rc-R1	86.09406952965236	46.0	221.0	27.27272727272727	489.0
P01-01-E-n08_gi_fwd-n09_gi_rev-rc-R1	66.66666666666667	46.0	221.0	36.36363636363637	18.0
P01-01-E-n09_gi_fwd-n07_gi_rev-rc-R1	0.0	47.0	220.0	30.0	1.0
P01-01-E-n09_gi_fwd-n08_gi_rev-rc-R1	35.71428571428571	46.0	220.0	27.27272727272727	14.0
P01-01-E-n09_gi_fwd-n09_gi_rev-rc-R1	85.0	47.0	220.0	27.27272727272727	660.0
P01-01-E-n10_gi_fwd-n09_gi_rev-rc-R1	33.33333333333334	47.0	219.0	30.0	3.0
P01-01-F-n01_fun_fwd-n04_fun_rev-rc-R1	0.0	60.0	225.0	20.0	1.0
P01-01-F-n02_fun_fwd-n03_fun_rev-rc-R1	25.0	60.0	224.0	30.0	4.0
P01-01-F-n02_fun_fwd-n05_fun_rev-rc-R1	0.0	59.0	224.0	20.0	1.0
P01-01-F-n03_fun_fwd-n02_fun_rev-rc-R1	25.0	60.0	223.0	20.0	4.0
P01-01-F-n03_fun_fwd-n03_fun_rev-rc-R1	88.54886475814412	59.0	221.8075024679171	36.36363636363637	1013.0
P01-01-F-n03_fun_fwd-n04_fun_rev-rc-R1	58.62068965517241	59.0	223.0	27.27272727272727	29.0
P01-01-F-n03_fun_fwd-n06_fun_rev-rc-R1	0.0	60.0	223.0	20.0	1.0
P01-01-F-n04_fun_fwd-n01_fun_rev-rc-R1	33.33333333333334	60.0	222.0	30.0	3.0
P01-01-F-n04_fun_fwd-n02_fun_rev-rc-R1	0.0	60.0	222.0	20.0	1.0
P01-01-F-n04_fun_fwd-n03_fun_rev-rc-R1	86.36363636363636	60.0	222.0	36.36363636363637	88.0
P01-01-F-n04_fun_fwd-n04_fun_rev-rc-R1	97.69058654307176	60.0	222.0	36.36363636363637	12514.0
P01-01-F-n04_fun_fwd-n05_fun_rev-rc-R1	78.78787878787878	60.0	222.0	45.45454545454545	33.0
P01-01-F-n04_fun_fwd-n06_fun_rev-rc-R1	0.0	61.0	222.0	20.0	1.0
P01-01-F-n04_gi_fwd-n07_gi_rev-rc-R1	50.0	46.0	225.0	30.0	2.0
P01-01-F-n05_fun_fwd-n02_fun_rev-rc-R1	0.0	59.0	221.0	20.0	1.0
P01-01-F-n05_fun_fwd-n04_fun_rev-rc-R1	72.41379310344828	60.0	221.0	36.36363636363637	29.0
P01-01-F-n05_fun_fwd-n05_fun_rev-rc-R1	92.28149829738933	60.0	221.0	27.27272727272727	1762.0
P01-01-F-n05_fun_fwd-n06_fun_rev-rc-R1	66.66666666666667	60.0	221.0	27.27272727272727	12.0
P01-01-F-n05_gi_fwd-n06_gi_rev-rc-R1	75.0	46.0	224.0	27.27272727272727	12.0
P01-01-F-n05_gi_fwd-n07_gi_rev-rc-R1	75.0	46.0	224.0	27.27272727272727	12.0
P01-01-F-n06_fun_fwd-n04_fun_rev-rc-R1	0.0	59.0	220.0	30.0	3.0
P01-01-F-n06_fun_fwd-n05_fun_rev-rc-R1	63.333333333333336	60.0	220.0	27.27272727272727	30.0
P01-01-F-n06_fun_fwd-n06_fun_rev-rc-R1	92.77522935779817	60.0	220.0	36.36363636363637	2616.0
P01-01-F-n06_fun_fwd-n07_fun_rev-rc-R1	66.66666666666667	60.0	220.0	40.0	9.0
P01-01-F-n06_gi_fwd-n06_gi_rev-rc-R1	86.61971830985915	47.0	223.0	27.27272727272727	284.0
P01-01-F-n06_gi_fwd-n07_gi_rev-rc-R1	85.0	47.0	223.0	27.27272727272727	200.0
P01-01-F-n06_gi_fwd-n08_gi_rev-rc-R1	75.0	47.0	223.0	40.0	4.0
P01-01-F-n07_fun_fwd-n06_fun_rev-rc-R1	33.33333333333334	61.0	219.0	30.0	3.0
P01-01-F-n07_gi_fwd-n06_gi_rev-rc-R1	50.0	46.0	222.0	20.0	2.0
P01-01-F-n07_gi_fwd-n07_gi_rev-rc-R1	92.59830377794911	47.0	222.0	27.27272727272727	1297.0
P01-01-F-n07_gi_fwd-n08_gi_rev-rc-R1	72.97297297297297	47.0	222.0	27.27272727272727	37.0
P01-01-F-n07_gi_fwd-n09_gi_rev-rc-R1	33.33333333333334	47.0	222.0	30.0	3.0
P01-01-F-n08_gi_fwd-n07_gi_rev-rc-R1	65.21739130434783	46.0	221.0	36.36363636363637	23.0
P01-01-F-n08_gi_fwd-n08_gi_rev-rc-R1	88.77828054298642	46.0	221.0	27.27272727272727	1105.0
P01-01-F-n08_gi_fwd-n09_gi_rev-rc-R1	69.56521739130434	47.0	221.0	27.27272727272727	23.0
P01-01-F-n09_gi_fwd-n06_gi_rev-rc-R1	0.0	47.0	220.0	20.0	1.0
P01-01-F-n09_gi_fwd-n07_gi_rev-rc-R1	0.0	47.0	220.0	30.0	2.0
P01-01-F-n09_gi_fwd-n08_gi_rev-rc-R1	69.56521739130434	47.0	220.0	36.36363636363637	23.0
P01-01-F-n09_gi_fwd-n09_gi_rev-rc-R1	83.01886792452831	47.0	220.0	27.27272727272727	636.0
P01-01-F-n09_gi_fwd-n10_gi_rev-rc-R1	0.0	47.0	220.0	30.0	1.0
P01-01-F-n10_gi_fwd-n09_gi_rev-rc-R1	0.0	47.0	219.0	20.0	2.0
P01-01-G-n02_fun_fwd-n03_fun_rev-rc-R1	33.33333333333334	60.0	224.0	30.0	3.0
P01-01-G-n03_fun_fwd-n01_fun_rev-rc-R1	0.0	59.0	223.0	20.0	1.0
P01-01-G-n03_fun_fwd-n02_fun_rev-rc-R1	50.0	59.0	223.0	20.0	6.0
P01-01-G-n03_fun_fwd-n03_fun_rev-rc-R1	88.75968992248062	59.0	223.0	36.36363636363637	774.0
P01-01-G-n03_fun_fwd-n04_fun_rev-rc-R1	0.0	58.0	223.0	20.0	2.0
P01-01-G-n04_fun_fwd-n03_fun_rev-rc-R1	0.0	60.0	222.0	30.0	2.0
P01-01-G-n04_fun_fwd-n04_fun_rev-rc-R1	89.59810874704492	60.0	220.54137115839242	36.36363636363637	423.0
P01-01-G-n04_fun_fwd-n05_fun_rev-rc-R1	42.85714285714286	60.0	222.0	30.0	7.0
P01-01-G-n04_gi_fwd-n08_gi_rev-rc-R1	0.0	47.0	225.0	30.0	1.0
P01-01-G-n05_fun_fwd-n04_fun_rev-rc-R1	50.0	60.0	221.0	30.0	8.0
P01-01-G-n05_fun_fwd-n05_fun_rev-rc-R1	85.1602023608769	59.0	221.0	36.36363636363637	593.0
P01-01-G-n05_fun_fwd-n06_fun_rev-rc-R1	0.0	59.0	221.0	30.0	3.0
P01-01-G-n05_gi_fwd-n06_gi_rev-rc-R1	54.54545454545455	46.0	224.0	27.27272727272727	11.0
P01-01-G-n06_fun_fwd-n05_fun_rev-rc-R1	0.0	60.0	220.0	30.0	2.0
P01-01-G-n06_fun_fwd-n06_fun_rev-rc-R1	81.61764705882354	60.0	220.0	36.36363636363637	272.0
P01-01-G-n06_gi_fwd-n06_gi_rev-rc-R1	87.77777777777777	47.0	223.0	27.27272727272727	270.0
